date,OT
2017/9/20 20:27,0.978538881
2017/9/20 21:27,0.999561504
2017/9/20 22:27,0.964661781
2017/9/20 23:27,0.875887507
2017/9/21 0:27,0.7382871
2017/9/21 1:27,0.559615876
2017/9/21 2:27,0.34989313
2017/9/21 3:27,0.120835614
2017/9/21 4:27,-0.114800296
2017/9/21 5:27,-0.343930663
2017/9/21 6:27,-0.553870444
2017/9/21 7:27,-0.73303403
2017/9/21 8:27,-0.871571278
2017/9/21 9:27,-0.961904343
2017/9/21 10:27,-0.999136303
2017/9/21 11:27,-0.981309904
2017/9/21 12:27,-0.909503145
2017/9/21 13:27,-0.787757515
2017/9/21 14:27,-0.62284388
2017/9/21 15:27,-0.423879952
2017/9/21 16:27,-0.201821223
2017/9/21 17:27,0.03114593
2017/9/21 18:27,0.262275189
2017/9/21 19:27,0.47895822
2017/9/21 20:27,0.669411369
2017/9/21 21:27,0.823313789
2017/9/21 22:27,0.932362618
2017/9/21 23:27,0.990715564
2017/9/22 0:27,0.995297635
2017/9/22 1:27,0.945956261
2017/9/22 2:27,0.8454574
2017/9/22 3:27,0.699323881
2017/9/22 4:27,0.515525745
2017/9/22 5:27,0.304040256
2017/9/22 6:27,0.076306129
2017/9/22 7:27,-0.155397934
2017/9/22 8:27,-0.378616538
2017/9/22 9:27,-0.581386796
2017/9/22 10:27,-0.752877548
2017/9/22 11:27,-0.883964536
2017/9/22 12:27,-0.967711196
2017/9/22 13:27,-0.999730004
2017/9/22 14:27,-0.978405863
2017/9/22 15:27,-0.90497055
2017/9/22 16:27,-0.783425221
2017/9/22 17:27,-0.620316107
2017/9/22 18:27,-0.424376281
2017/9/22 19:27,-0.206053376
2017/9/22 20:27,0.023050974
2017/9/22 21:27,0.250799711
2017/9/22 22:27,0.465163883
2017/9/22 23:27,0.654856988
2017/9/23 0:27,0.80992674
2017/9/23 1:27,0.922273384
2017/9/23 2:27,0.986067773
2017/9/23 3:27,0.998047918
2017/9/23 4:27,0.957679251
2017/9/23 5:27,0.867171099
2017/9/23 6:27,0.73134948
2017/9/23 7:27,0.557393801
2017/9/23 8:27,0.354452133
2017/9/23 9:27,0.133155922
2017/9/23 10:27,-0.094939912
2017/9/23 11:27,-0.317961858
2017/9/23 12:27,-0.524335953
2017/9/23 13:27,-0.703387003
2017/9/23 14:27,-0.845887947
2017/9/23 15:27,-0.944531266
2017/9/23 16:27,-0.994298559
2017/9/23 17:27,-0.992709905
2017/9/23 18:27,-0.939940924
2017/9/23 19:27,-0.838802418
2017/9/23 20:27,-0.694584535
2017/9/23 21:27,-0.51477439
2017/9/23 22:27,-0.308662475
2017/9/23 23:27,-0.0868588
2017/9/24 0:27,0.139255879
2017/9/24 1:27,0.358115216
2017/9/24 2:27,0.558558687
2017/9/24 3:27,0.730399058
2017/9/24 4:27,0.864937133
2017/9/24 5:27,0.955397945
2017/9/24 6:27,0.997266758
2017/9/24 7:27,0.988508485
2017/9/24 8:27,0.929660183
2017/9/24 9:27,0.823792805
2017/9/24 10:27,0.67634502
2017/9/24 11:27,0.494838361
2017/9/24 12:27,0.288488882
2017/9/24 13:27,0.067735582
2017/9/24 14:27,-0.156290089
2017/9/24 15:27,-0.37232659
2017/9/24 16:27,-0.569548054
2017/9/24 17:27,-0.738105071
2017/9/24 18:27,-0.86961357
2017/9/24 19:27,-0.957567705
2017/9/24 20:27,-0.997656622
2017/9/24 21:27,-0.987969969
2017/9/24 22:27,-0.929082653
2017/9/24 23:27,-0.824015458
2017/9/25 0:27,-0.67807431
2017/9/25 1:27,-0.498577024
2017/9/25 2:27,-0.294481821
2017/9/25 3:27,-0.075936701
2017/9/25 4:27,0.146227499
2017/9/25 5:27,0.361034942
2017/9/25 6:27,0.557906764
2017/9/25 7:27,0.727180461
2017/9/25 8:27,0.86058126
2017/9/25 9:27,0.951622661
2017/9/25 10:27,0.995916946
2017/9/25 11:27,0.991381061
2017/9/25 12:27,0.938328507
2017/9/25 13:27,0.839443519
2017/9/25 14:27,0.699639619
2017/9/25 15:27,0.525810221
2017/9/25 16:27,0.326484197
2017/9/25 17:27,0.111403812
2017/9/25 18:27,-0.108953921
2017/9/25 19:27,-0.32388884
2017/9/25 20:27,-0.52299716
2017/9/25 21:27,-0.696673717
2017/9/25 22:27,-0.836572758
2017/9/25 23:27,-0.936005306
2017/9/26 0:27,-0.990254387
2017/9/26 1:27,-0.996793479
2017/9/26 2:27,-0.955398358
2017/9/26 3:27,-0.868147701
2017/9/26 4:27,-0.73931319
2017/9/26 5:27,-0.575145146
2017/9/26 6:27,-0.383564682
2017/9/26 7:27,-0.173777756
2017/9/26 8:27,0.044169932
2017/9/26 9:27,0.259875534
2017/9/26 10:27,0.463075904
2017/9/26 11:27,0.644134977
2017/9/26 12:27,0.794498576
2017/9/26 13:27,0.907095303
2017/9/26 14:27,0.976664893
2017/9/26 15:27,0.999998999
2017/9/26 16:27,0.976083632
2017/9/26 17:27,0.90613723
2017/9/26 18:27,0.79354328
2017/9/26 19:27,0.64368142
2017/9/26 20:27,0.463665654
2017/9/26 21:27,0.262002643
2017/9/26 22:27,0.048186653
2017/9/26 23:27,-0.167749427
2017/9/27 0:27,-0.375705667
2017/9/27 1:27,-0.565987106
2017/9/27 2:27,-0.729754142
2017/9/27 3:27,-0.85943048
2017/9/27 4:27,-0.949049939
2017/9/27 5:27,-0.99452643
2017/9/27 6:27,-0.993835121
2017/9/27 7:27,-0.947097005
2017/9/27 8:27,-0.856563643
2017/9/27 9:27,-0.726503491
2017/9/27 10:27,-0.562995765
2017/9/27 11:27,-0.373641986
2017/9/27 12:27,-0.167209103
2017/9/27 13:27,0.04677893
2017/9/27 14:27,0.25848197
2017/9/27 15:27,0.458196452
2017/9/27 16:27,0.636799262
2017/9/27 17:27,0.786162477
2017/9/27 18:27,0.899520203
2017/9/27 19:27,0.971771126
2017/9/27 20:27,0.999703423
2017/9/27 21:27,0.982132362
2017/9/27 22:27,0.919944943
2017/9/27 23:27,0.816050215
2017/9/28 0:27,0.67523821
2017/9/28 1:27,0.503954523
2017/9/28 2:27,0.310001337
2017/9/28 3:27,0.102178932
2017/9/28 4:27,-0.110115723
2017/9/28 5:27,-0.317314906
2017/9/28 6:27,-0.510111265
2017/9/28 7:27,-0.679874704
2017/9/28 8:27,-0.819036438
2017/9/28 9:27,-0.921423231
2017/9/28 10:27,-0.982527218
2017/9/28 11:27,-0.9996997
2017/9/28 12:27,-0.972260826
2017/9/28 13:27,-0.901520858
2017/9/28 14:27,-0.790712721
2017/9/28 15:27,-0.644839467
2017/9/28 16:27,-0.470444056
2017/9/28 17:27,-0.275312205
2017/9/28 18:27,-0.068121969
2017/9/28 19:27,0.14194407
2017/9/28 20:27,0.345606603
2017/9/28 21:27,0.533899241
2017/9/28 22:27,0.69856195
2017/9/28 23:27,0.832401084
2017/9/29 0:27,0.929600419
2017/9/29 1:27,0.985969923
2017/9/29 2:27,0.999121777
2017/9/29 3:27,0.968566497
2017/9/29 4:27,0.895725527
2017/9/29 5:27,0.783860355
2017/9/29 6:27,0.637921859
2017/9/29 7:27,0.46432702
2017/9/29 8:27,0.270673234
2017/9/29 9:27,0.0654031
2017/9/29 10:27,-0.142565445
2017/9/29 11:27,-0.344227346
2017/9/29 12:27,-0.530880101
2017/9/29 13:27,-0.694498029
2017/9/29 14:27,-0.828075115
2017/9/29 15:27,-0.925921884
2017/9/29 16:27,-0.983903879
2017/9/29 17:27,-0.999611922
2017/9/29 18:27,-0.972457348
2017/9/29 19:27,-0.903688697
2017/9/29 20:27,-0.796329711
2017/9/29 21:27,-0.65504188
2017/9/29 22:27,-0.485917936
2017/9/29 23:27,-0.296215631
2017/9/30 0:27,-0.094043547
2017/9/30 1:27,0.11198735
2017/9/30 2:27,0.313131362
2017/9/30 3:27,0.500879196
2017/9/30 4:27,0.667316862
2017/9/30 5:27,0.805457228
2017/9/30 6:27,0.90953046
2017/9/30 7:27,0.975221394
2017/9/30 8:27,0.999844244
2017/9/30 9:27,0.982447762
2017/9/30 10:27,0.923846959
2017/9/30 11:27,0.826580587
2017/9/30 12:27,0.694796735
2017/9/30 13:27,0.534071828
2017/9/30 14:27,0.351171121
2017/9/30 15:27,0.153761068
2017/9/30 16:27,-0.049914054
2017/9/30 17:27,-0.251377586
2017/9/30 18:27,-0.44227346
2017/9/30 19:27,-0.614712016
2017/9/30 20:27,-0.761594388
2017/9/30 21:27,-0.876902211
2017/9/30 22:27,-0.955940931
2017/9/30 23:27,-0.995527033
2017/10/1 0:27,-0.994111897
2017/10/1 1:27,-0.951837658
2017/10/1 2:27,-0.870523286
2017/10/1 3:27,-0.753581984
2017/10/1 4:27,-0.605873795
2017/10/1 5:27,-0.433499951
2017/10/1 6:27,-0.243547783
2017/10/1 7:27,-0.043796993
2017/10/1 8:27,0.157600468
2017/10/1 9:27,0.352453691
2017/10/1 10:27,0.532865614
2017/10/1 11:27,0.691551861
2017/10/1 12:27,0.822132786
2017/10/1 13:27,0.919387113
2017/10/1 14:27,0.979457211
2017/10/1 15:27,0.999998095
2017/10/1 16:27,0.980264559
2017/10/1 17:27,0.92113342
2017/10/1 18:27,0.825060459
2017/10/1 19:27,0.695974296
2017/10/1 20:27,0.539111909
2017/10/1 21:27,0.36080285
2017/10/1 22:27,0.168211144
2017/10/1 23:27,-0.030954479
2017/10/2 0:27,-0.228750259
2017/10/2 1:27,-0.417314493
2017/10/2 2:27,-0.589179374
2017/10/2 3:27,-0.737565269
2017/10/2 4:27,-0.856645882
2017/10/2 5:27,-0.941774046
2017/10/2 6:27,-0.98965952
2017/10/2 7:27,-0.998492132
2017/10/2 8:27,-0.968005855
2017/10/2 9:27,-0.899481719
2017/10/2 10:27,-0.795689936
2017/10/2 11:27,-0.66077397
2017/10/2 12:27,-0.500081526
2017/10/2 13:27,-0.319949511
2017/10/2 14:27,-0.127451689
2017/10/2 15:27,0.069880805
2017/10/2 16:27,0.264355017
2017/10/2 17:27,0.448416148
2017/10/2 18:27,0.614940264
2017/10/2 19:27,0.757508452
2017/10/2 20:27,0.870651923
2017/10/2 21:27,0.950058814
2017/10/2 22:27,0.992734992
2017/10/2 23:27,0.997113012
2017/10/3 0:27,0.963105428
2017/10/3 1:27,0.892100842
2017/10/3 2:27,0.786903284
2017/10/3 3:27,0.651617691
2017/10/3 4:27,0.49148629
2017/10/3 5:27,0.312682525
2017/10/3 6:27,0.122070736
2017/10/3 7:27,-0.073058987
2017/10/3 8:27,-0.265270454
2017/10/3 9:27,-0.447264821
2017/10/3 10:27,-0.612156982
2017/10/3 11:27,-0.753734528
2017/10/3 12:27,-0.866689564
2017/10/3 13:27,-0.946814841
2017/10/3 14:27,-0.991157081
2017/10/3 15:27,-0.998122032
2017/10/3 16:27,-0.967527685
2017/10/3 17:27,-0.900604055
2017/10/3 18:27,-0.799939955
2017/10/3 19:27,-0.66937917
2017/10/3 20:27,-0.513870321
2017/10/3 21:27,-0.339276405
2017/10/3 22:27,-0.152151417
2017/10/3 23:27,0.040507332
2017/10/4 0:27,0.231521799
2017/10/4 1:27,0.413800817
2017/10/4 2:27,0.580602752
2017/10/4 3:27,0.725783498
2017/10/4 4:27,0.844020769
2017/10/4 5:27,0.931006554
2017/10/4 6:27,0.983600918
2017/10/4 7:27,0.99994175
2017/10/4 8:27,0.979506802
2017/10/4 9:27,0.923126086
2017/10/4 10:27,0.832944596
2017/10/4 11:27,0.712337091
2017/10/4 12:27,0.565778461
2017/10/4 13:27,0.398674748
2017/10/4 14:27,0.21716131
2017/10/4 15:27,0.027875739
2017/10/4 16:27,-0.162285997
2017/10/4 17:27,-0.346421208
2017/10/4 18:27,-0.517870727
2017/10/4 19:27,-0.670458707
2017/10/4 20:27,-0.798713367
2017/10/4 21:27,-0.898060877
2017/10/4 22:27,-0.964985604
2017/10/4 23:27,-0.997151209
2017/10/5 0:27,-0.993478568
2017/10/5 1:27,-0.954178052
2017/10/5 2:27,-0.880735391
2017/10/5 3:27,-0.775851986
2017/10/5 4:27,-0.643342174
2017/10/5 5:27,-0.487991468
2017/10/5 6:27,-0.315381127
2017/10/5 7:27,-0.131685573
2017/10/5 8:27,0.056549917
2017/10/5 9:27,0.242643206
2017/10/5 10:27,0.420012597
2017/10/5 11:27,0.582408998
2017/10/5 12:27,0.724134812
2017/10/5 13:27,0.840241928
2017/10/5 14:27,0.926702005
2017/10/5 15:27,0.980543291
2017/10/5 16:27,0.999949446
2017/10/5 17:27,0.984317202
2017/10/5 18:27,0.934271184
2017/10/5 19:27,0.851635719
2017/10/5 20:27,0.739364967
2017/10/5 21:27,0.601434153
2017/10/5 22:27,0.442695993
2017/10/5 23:27,0.268707604
2017/10/6 0:27,0.08553413
2017/10/6 1:27,-0.100463913
2017/10/6 2:27,-0.282852085
2017/10/6 3:27,-0.45534453
2017/10/6 4:27,-0.612019884
2017/10/6 5:27,-0.747523169
2017/10/6 6:27,-0.857246864
2017/10/6 7:27,-0.937485109
2017/10/6 8:27,-0.985555953
2017/10/6 9:27,-0.999887746
2017/10/6 10:27,-0.980067002
2017/10/6 11:27,-0.926846424
2017/10/6 12:27,-0.842113144
2017/10/6 13:27,-0.728818577
2017/10/6 14:27,-0.590872612
2017/10/6 15:27,-0.433005994
2017/10/6 16:27,-0.260605858
2017/10/6 17:27,-0.079530164
2017/10/6 18:27,0.104092495
2017/10/6 19:27,0.284070854
2017/10/6 20:27,0.454359636
2017/10/6 21:27,0.609261884
2017/10/6 22:27,0.743618236
2017/10/6 23:27,0.852976884
2017/10/7 0:27,0.933738724
2017/10/7 1:27,0.983273008
2017/10/7 2:27,0.999999927
2017/10/7 3:27,0.983437618
2017/10/7 4:27,0.934212346
2017/10/7 5:27,0.854031814
2017/10/7 6:27,0.745622816
2017/10/7 7:27,0.612635573
2017/10/7 8:27,0.459518205
2017/10/7 9:27,0.291365743
2017/10/7 10:27,0.113748847
2017/10/7 11:27,-0.067471941
2017/10/7 12:27,-0.246340186
2017/10/7 13:27,-0.416999368
2017/10/7 14:27,-0.573884062
2017/10/7 15:27,-0.711900293
2017/10/7 16:27,-0.826589243
2017/10/7 17:27,-0.914269135
2017/10/7 18:27,-0.97215084
2017/10/7 19:27,-0.998423679
2017/10/7 20:27,-0.992308886
2017/10/7 21:27,-0.954079263
2017/10/7 22:27,-0.885044693
2017/10/7 23:27,-0.787504248
2017/10/8 0:27,-0.664666742
2017/10/8 1:27,-0.520542538
2017/10/8 2:27,-0.359810338
2017/10/8 3:27,-0.18766345
2017/10/8 4:27,-0.009640635
2017/10/8 5:27,0.168552929
2017/10/8 6:27,0.341228744
2017/10/8 7:27,0.502896284
2017/10/8 8:27,0.648436717
2017/10/8 9:27,0.773263592
2017/10/8 10:27,0.873465498
2017/10/8 11:27,0.945926332
2017/10/8 12:27,0.988419548
2017/10/8 13:27,0.999673633
2017/10/8 14:27,0.979406996
2017/10/8 15:27,0.928331428
2017/10/8 16:27,0.848124284
2017/10/8 17:27,0.741370548
2017/10/8 18:27,0.611476842
2017/10/8 19:27,0.462560324
2017/10/8 20:27,0.299316153
2017/10/8 21:27,0.126867856
2017/10/8 22:27,-0.049394592
2017/10/8 23:27,-0.223983844
2017/10/9 0:27,-0.391486077
2017/10/9 1:27,-0.5467284
2017/10/9 2:27,-0.684937623
2017/10/9 3:27,-0.801885537
2017/10/9 4:27,-0.894016353
2017/10/9 5:27,-0.958552504
2017/10/9 6:27,-0.993575765
2017/10/9 7:27,-0.99808139
2017/10/9 8:27,-0.972003857
2017/10/9 9:27,-0.916213662
2017/10/9 10:27,-0.832485528
2017/10/9 11:27,-0.723439235
2017/10/9 12:27,-0.592455128
2017/10/9 13:27,-0.443567078
2017/10/9 14:27,-0.281336366
2017/10/9 15:27,-0.110710462
2017/10/9 16:27,0.063128865
2017/10/9 17:27,0.234923444
2017/10/9 18:27,0.399497767
2017/10/9 19:27,0.551914422
2017/10/9 20:27,0.687621245
2017/10/9 21:27,0.802585844
2017/10/9 22:27,0.893413567
2017/10/9 23:27,0.957445524
2017/10/10 0:27,0.992833906
2017/10/10 1:27,0.998592558
2017/10/10 2:27,0.974621503
2017/10/10 3:27,0.921704939
2017/10/10 4:27,0.841482971
2017/10/10 5:27,0.73639818
2017/10/10 6:27,0.609618815
2017/10/10 7:27,0.46494109
2017/10/10 8:27,0.306673664
2017/10/10 9:27,0.139507855
2017/10/10 10:27,-0.031622456
2017/10/10 11:27,-0.201687025
2017/10/10 12:27,-0.365707208
2017/10/10 13:27,-0.518901338
2017/10/10 14:27,-0.656823281
2017/10/10 15:27,-0.775490198
2017/10/10 16:27,-0.871495867
2017/10/10 17:27,-0.942106427
2017/10/10 18:27,-0.985335876
2017/10/10 19:27,-0.99999936
2017/10/10 20:27,-0.985742873
2017/10/10 21:27,-0.943048737
2017/10/10 22:27,-0.873216918
2017/10/10 23:27,-0.778322935
2017/10/11 0:27,-0.661153772
2017/10/11 1:27,-0.525123853
2017/10/11 2:27,-0.374173639
2017/10/11 3:27,-0.212653935
2017/10/11 4:27,-0.045199322
2017/10/11 5:27,0.123405564
2017/10/11 6:27,0.288363044
2017/10/11 7:27,0.444998757
2017/10/11 8:27,0.588893525
2017/10/11 9:27,0.716007
2017/10/11 10:27,0.822789691
2017/10/11 11:27,0.906280293
2017/10/11 12:27,0.964185725
2017/10/11 13:27,0.994941756
2017/10/11 14:27,0.997752711
2017/10/11 15:27,0.972609325
2017/10/11 16:27,0.920284439
2017/10/11 17:27,0.842306871
2017/10/11 18:27,0.740914374
2017/10/11 19:27,0.618987207
2017/10/11 20:27,0.479964314
2017/10/11 21:27,0.32774463
2017/10/11 22:27,0.166576363
2017/10/11 23:27,0.000937444
2017/10/12 0:27,-0.164589473
2017/10/12 1:27,-0.325443969
2017/10/12 2:27,-0.477213242
2017/10/12 3:27,-0.615752499
2017/10/12 4:27,-0.73729708
2017/10/12 5:27,-0.838563323
2017/10/12 6:27,-0.916835515
2017/10/12 7:27,-0.970036673
2017/10/12 8:27,-0.996781385
2017/10/12 9:27,-0.996409425
2017/10/12 10:27,-0.968999411
2017/10/12 11:27,-0.915362318
2017/10/12 12:27,-0.837015216
2017/10/12 13:27,-0.736136111
2017/10/12 14:27,-0.615501294
2017/10/12 15:27,-0.478407055
2017/10/12 16:27,-0.328577992
2017/10/12 17:27,-0.170064532
2017/10/12 18:27,-0.007132484
2017/10/12 19:27,0.155852314
2017/10/12 20:27,0.314541156
2017/10/12 21:27,0.464718268
2017/10/12 22:27,0.602412189
2017/10/12 23:27,0.723999806
2017/10/13 0:27,0.826300352
2017/10/13 1:27,0.906656963
2017/10/13 2:27,0.963003767
2017/10/13 3:27,0.993916849
2017/10/13 4:27,0.998647913
2017/10/13 5:27,0.977139915
2017/10/13 6:27,0.930024415
2017/10/13 7:27,0.858600904
2017/10/13 8:27,0.76479881
2017/10/13 9:27,0.651123338
2017/10/13 10:27,0.520586707
2017/10/13 11:27,0.376626724
2017/10/13 12:27,0.223014922
2017/10/13 13:27,0.063756754
2017/10/13 14:27,-0.097013504
2017/10/13 15:27,-0.255140366
2017/10/13 16:27,-0.406554456
2017/10/13 17:27,-0.547376785
2017/10/13 18:27,-0.674017309
2017/10/13 19:27,-0.783265314
2017/10/13 20:27,-0.872369364
2017/10/13 21:27,-0.939104876
2017/10/13 22:27,-0.981827714
2017/10/13 23:27,-0.999512559
2017/10/14 0:27,-0.991775226
2017/10/14 1:27,-0.95887852
2017/10/14 2:27,-0.901721628
2017/10/14 3:27,-0.821813482
2017/10/14 4:27,-0.721230919
2017/10/14 5:27,-0.602562833
2017/10/14 6:27,-0.468841876
2017/10/14 7:27,-0.323465524
2017/10/14 8:27,-0.17010862
2017/10/14 9:27,-0.012629644
2017/10/14 10:27,0.145026863
2017/10/14 11:27,0.29892926
2017/10/14 12:27,0.445256665
2017/10/14 13:27,0.580393279
2017/10/14 14:27,0.701016875
2017/10/14 15:27,0.804179309
2017/10/14 16:27,0.887377128
2017/10/14 17:27,0.948610638
2017/10/14 18:27,0.986430073
2017/10/14 19:27,0.999967865
2017/10/14 20:27,0.988956345
2017/10/14 21:27,0.953730584
2017/10/14 22:27,0.895216459
2017/10/14 23:27,0.81490436
2017/10/15 0:27,0.714809345
2017/10/15 1:27,0.597418824
2017/10/15 2:27,0.465629177
2017/10/15 3:27,0.322672956
2017/10/15 4:27,0.172038519
2017/10/15 5:27,0.017384134
2017/10/15 6:27,-0.137551349
2017/10/15 7:27,-0.289039034
2017/10/15 8:27,-0.433449553
2017/10/15 9:27,-0.567339537
2017/10/15 10:27,-0.687532923
2017/10/15 11:27,-0.791195211
2017/10/15 12:27,-0.875898975
2017/10/15 13:27,-0.939679125
2017/10/15 14:27,-0.981076731
2017/10/15 15:27,-0.999170468
2017/10/15 16:27,-0.993595054
2017/10/15 17:27,-0.964546381
2017/10/15 18:27,-0.912773348
2017/10/15 19:27,-0.839556712
2017/10/15 20:27,-0.7466756
2017/10/15 21:27,-0.636362571
2017/10/15 22:27,-0.511248422
2017/10/15 23:27,-0.374298106
2017/10/16 0:27,-0.228739371
2017/10/16 1:27,-0.077985851
2017/10/16 2:27,0.074443546
2017/10/16 3:27,0.225007037
2017/10/16 4:27,0.370222219
2017/10/16 5:27,0.506746278
2017/10/16 6:27,0.631452305
2017/10/16 7:27,0.741500016
2017/10/16 8:27,0.834399285
2017/10/16 9:27,0.908065096
2017/10/16 10:27,0.960862764
2017/10/16 11:27,0.991642454
2017/10/16 12:27,0.999762337
2017/10/16 13:27,0.985099963
2017/10/16 14:27,0.948051703
2017/10/16 15:27,0.889520404
2017/10/16 16:27,0.810891654
2017/10/16 17:27,0.7139993
2017/10/16 18:27,0.601081124
2017/10/16 19:27,0.474725764
2017/10/16 20:27,0.337812178
2017/10/16 21:27,0.193443076
2017/10/16 22:27,0.044873889
2017/10/16 23:27,-0.104561093
2017/10/17 0:27,-0.251523732
2017/10/17 1:27,-0.392746512
2017/10/17 2:27,-0.525104816
2017/10/17 3:27,-0.645685414
2017/10/17 4:27,-0.751849698
2017/10/17 5:27,-0.841290294
2017/10/17 6:27,-0.912079879
2017/10/17 7:27,-0.962711198
2017/10/17 8:27,-0.992127495
2017/10/17 9:27,-0.999742779
2017/10/17 10:27,-0.985451587
2017/10/17 11:27,-0.949628143
2017/10/17 12:27,-0.893115029
2017/10/17 13:27,-0.817201735
2017/10/17 14:27,-0.723593657
2017/10/17 15:27,-0.614372304
2017/10/17 16:27,-0.491947695
2017/10/17 17:27,-0.35900403
2017/10/17 18:27,-0.218439905
2017/10/17 19:27,-0.073304397
2017/10/17 20:27,0.073269538
2017/10/17 21:27,0.218132912
2017/10/17 22:27,0.358188317
2017/10/17 23:27,0.49045585
2017/10/18 0:27,0.612135976
2017/10/18 1:27,0.720667997
2017/10/18 2:27,0.813782938
2017/10/18 3:27,0.889549787
2017/10/18 4:27,0.94641416
2017/10/18 5:27,0.983228669
2017/10/18 6:27,0.999274429
2017/10/18 7:27,0.994273336
2017/10/18 8:27,0.96839097
2017/10/18 9:27,0.922230144
2017/10/18 10:27,0.856815342
2017/10/18 11:27,0.773568469
2017/10/18 12:27,0.674276505
2017/10/18 13:27,0.561051823
2017/10/18 14:27,0.43628609
2017/10/18 15:27,0.302598751
2017/10/18 16:27,0.162781251
2017/10/18 17:27,0.019738173
2017/10/18 18:27,-0.123573443
2017/10/18 19:27,-0.264205343
2017/10/18 20:27,-0.399278583
2017/10/18 21:27,-0.526042105
2017/10/18 22:27,-0.641928182
2017/10/18 23:27,-0.744603634
2017/10/19 0:27,-0.832015804
2017/10/19 1:27,-0.902432428
2017/10/19 2:27,-0.954474628
2017/10/19 3:27,-0.98714246
2017/10/19 4:27,-0.999832558
2017/10/19 5:27,-0.992347605
2017/10/19 6:27,-0.964897534
2017/10/19 7:27,-0.91809252
2017/10/19 8:27,-0.852927987
2017/10/19 9:27,-0.770762025
2017/10/19 10:27,-0.673285744
2017/10/19 11:27,-0.56248724
2017/10/19 12:27,-0.44060996
2017/10/19 13:27,-0.310106346
2017/10/19 14:27,-0.173587747
2017/10/19 15:27,-0.033771625
2017/10/19 16:27,0.106572878
2017/10/19 17:27,0.2446799
2017/10/19 18:27,0.377841274
2017/10/19 19:27,0.503459323
2017/10/19 20:27,0.61909701
